"CATEGORIE","LIBELLE","MOT_DIRECTEUR","STATUT","COMMUNE","RIVOLI","TENANT","ABOUTISSANT","BI_MIN","BP_MIN","BI_MAX","BP_MAX"
"Rue","Rue Henri-Edmond Fouché","Fouché","PRIVEE","NANTES","3241","NANTES Boulevard de la Prairie au Duc","NANTES Boulevard de l'Estuaire","","","",""
"Allée","Allée Alice Lauriol-Say","Lauriol-Say","PRIVEE","NANTES","0154","NANTES Allée Julien Gracq","","","","",""
"Allée","Allée du Château du Tertre","Tertre","PRIVEE","NANTES","1779","NANTES Allée Alice Lauriol-Say","","","","",""
"Pont","Pont Eric Tabarly","Pont","PUBLIQUE","NANTES","2871","NANTES Boulevard de Sarrebruck","NANTES Rue du Général de Bollardière","","","",""
"Rue","Rue de Verdun","Verdun","PUBLIQUE","LA-MONTAGNE","1840","LA-MONTAGNE Route de Bouguenais","LA-MONTAGNE Rue de la Paix","1","2","39","50"
"Rue","Rue de la Briandière","Briandière","PUBLIQUE","LA-MONTAGNE","0220","LA-MONTAGNE Rue de la Courante","","1","2","93","86"
"Rue","Rue de l'Union","Union","PUBLIQUE","LA-MONTAGNE","1800","LA-MONTAGNE Rue Curie","LA-MONTAGNE Place Similien Guérin","3","2","21","18"
"Rue","Rue Mendes France","Mendes","PUBLIQUE","LA-MONTAGNE","1355","LA-MONTAGNE Rue Salvador Allende","SAINT-JEAN-DE-BOISEAU Rue de la Belle Et","9","2","33","28"
"Rue","Rue Saint Jean","Jean","PUBLIQUE","LA-MONTAGNE","1740","LA-MONTAGNE Rue d'Indret","LA-MONTAGNE Rue de la Briandière","1","2","37","68"
"Rue","Rue de l'Hommeau","Hommeau","PUBLIQUE","LA-MONTAGNE","1090","LA-MONTAGNE Rue de la Briandière","SAINT-JEAN-DE-BOISEAU Rue du Bois","3","4","7","4"
"Rue","Rue de la Paix","Paix","PUBLIQUE","LA-MONTAGNE","1440","LA-MONTAGNE Rue du Fresne","LA-MONTAGNE Rue de la Courante","1","2","83","78"
"Rue","Rue de l'Eglise","Eglise","PUBLIQUE","LA-MONTAGNE","0700","LA-MONTAGNE Rue Violin","LA-MONTAGNE Rue de la Paix","1","2","5","20"
"Passage","Passage Beaune","Beaune","PUBLIQUE","LA-MONTAGNE","0050","LA-MONTAGNE Rue Violin","LA-MONTAGNE Place de l'Eglise","","2","","2"
"Rue","Rue des Sirènes","Sirènes","PUBLIQUE","CARQUEFOU","3577","CARQUEFOU Rue du Taile","CARQUEFOU Rue du Taile","1","2","31","26"
"Rue","Rue du Taile","Taile","MIXTE","CARQUEFOU","3585","CARQUEFOU Avenue du Housseau","CARQUEFOU Avenue Jean de Savonnières","1","2","21","30"
"Impasse","Impasse des Ajoncs","Ajoncs","PUBLIQUE","CARQUEFOU","2041","CARQUEFOU Rue du Nouveau Bêle","Impasse","","4","","8"
"Rue","Rue de Saint André","Saint","PUBLIQUE","CARQUEFOU","3493","THOUARE-SUR-LOIRE Route de Paris","CARQUEFOU VC 5","1","2","39","48"
"Rue","Rue Jean Mermoz","Mermoz","PUBLIQUE","CARQUEFOU","2884","CARQUEFOU Rue du Marechal Foch","CARQUEFOU Rue Antoine De Saint Exupéry","1","2","27","10"
"Rue","Rue Antoine De Saint Exupéry","Saint","PUBLIQUE","CARQUEFOU","2058","CARQUEFOU Rue du Marechal Foch","CARQUEFOU Rue Jean Mermoz","3","4","15","14"
"Allée","Allée Charles De Foucauld","Foucauld","PUBLIQUE","CARQUEFOU","2304","CARQUEFOU Allée du Charbonneau","CARQUEFOU Chemin de la Noue","1","2","11","4"
"Chemin","Chemin de la Noue","Noue","PUBLIQUE","CARQUEFOU","3245","CARQUEFOU Rue François René De Chateaubr","","1","2","15","22"
"Impasse","Impasse des Boëtes","Boëtes","PRIVEE","VERTOU","0256","VERTOU Rue de la Massonnière","Impasse","1","2","7","6"
"Voie","Voie Non Dénommée 2151876","Dénommée","PUBLIQUE","VERTOU","","","","","","",""
"Voie","Voie Non Dénommée 2151899","Dénommée","PUBLIQUE","VERTOU","","","","","","",""
"Rue","Rue Rosa Parks","Parks","PRIVEE","SAINTE-LUCE-SUR-LOIRE","3634","SAINTE-LUCE-SUR-LOIRE Rue Olympe de Goug","SAINTE-LUCE-SUR-LOIRE Rue Rosa Parks","1","","11",""
"Rond-Point","Rond-Point des Rédras","Rédras","PUBLIQUE","VERTOU","1544","","","","","",""
"Rue","Rue des Garannes","Garannes","PRIVEE","COUERON","0998","COUERON Rue du Clos Guineau","COUERON Rue du Clos Guineau","1","2","11","8"
"Impasse","Impasse de la Quintaine","Quintaine","PRIVEE","COUERON","2001","COUERON Rue du Clos Guineau","Impasse","1","2","3","2"
"Rue","Rue Ada Lovelace","Lovelace","PRIVEE","REZE","0015","REZE Rue Sonia Cotelle","REZE Rue Marie Anderson","3","4","27","24"
"Rue","Rue Elsa Triolet","Triolet","PRIVEE","REZE","1121","REZE Rue Flora Tristan","REZE Rue Flora Tristan","1","8","3","40"
"Rue","Rue Georges Buffon","Buffon","PRIVEE","BOUAYE","0064","BOUAYE Rue Jean-Jacques Audubon","BOUAYE Rue Jean-Jacques Audubon","1","2","35","22"
"Impasse","Impasse des Avocettes","Avocettes","PRIVEE","CARQUEFOU","2091","CARQUEFOU Avenue de Nantes","Impasse","1","2","7","6"
"Rue","Rue Darius Milhaud","Milhaud","PUBLIQUE","BRAINS","0067","BRAINS Rue des Prés","","1","2","11","12"
"Impasse","Impasse Jean-Jacques Audubon","Audubon","PRIVEE","BRAINS","0063","BRAINS Rue Darius Milhaud","Impasse","","","",""
"Rond-Point","Rond-point des Savonnières","Savonnières","PUBLIQUE","INDRE","1306","","","","","",""
"Impasse","Impasse des Quatre Vents","Quatre","PUBLIQUE","SAINT-LEGER-LES-VIGNES","0094","SAINT-LEGER-LES-VIGNES Rue des Quatre Ve","Impasse","","2","","4"
"Rue","Rue des Steamers de Loire","Steamers","PRIVEE","NANTES","7971","NANTES Boulevard Vincent Gâche","NANTES Rue Louis Joxe","1","2","3","2"
"Impasse","Impasse de la Robinière","Robinière","PUBLIQUE","THOUARE-SUR-LOIRE","0164","THOUARE-SUR-LOIRE Rue du Coteau de la Ro","Impasse","1","","7",""
"Porte","Porte de Rennes","Rennes","PUBLIQUE","ORVAULT","","","","","","",""
"Porte","Porte de Sainte-Luce","Sainte-Luce","PUBLIQUE","NANTES","","","","","","",""
"Rue","Rue du Petit Bois","Petit","PUBLIQUE","LA-MONTAGNE","1520","LA-MONTAGNE Rue Jules Verne","LA-MONTAGNE Route de Bouguenais","1","2","37","38"
"Rue","Rue des Bouvreuils","Bouvreuils","PUBLIQUE","LA-MONTAGNE","0195","LA-MONTAGNE Rue des Fauvettes","","1","2","17","16"
"Rue","Rue de l'Etang","Etang","PUBLIQUE","LA-MONTAGNE","0721","LA-MONTAGNE Rue de l'Etang","BOUGUENAIS Rue des Roseaux","11","2","31","30"
"Rue","Rue des Pinsons","Pinsons","PUBLIQUE","LA-MONTAGNE","1575","LA-MONTAGNE Rue des Fauvettes","","1","2","17","10"
"Place","Place Jean Moulin","Moulin","PUBLIQUE","LA-MONTAGNE","1163","","","","","",""
"Rue","Rue de Bel Air","Bel","MIXTE","LA-MONTAGNE","0055","LA-MONTAGNE Rue de la Garenne","LA-MONTAGNE Rue de la Briandière","1","2","27","30"
"Chemin","Chemin du Pérou","Pérou","PUBLIQUE","LA-MONTAGNE","1490","LA-MONTAGNE Rue du Drouillard","LA-MONTAGNE Chemin de la Bastille","","2","","4"
"Rue","Rue de la Belgique","Belgique","PUBLIQUE","LA-MONTAGNE","0060","LA-MONTAGNE Rue Violin","LA-MONTAGNE Rue de la Paix","1","2","9","32"
"Impasse","Impasse des Colverts","Colverts","PRIVEE","BOUAYE","0027","BOUAYE Rue de la Mare Canet","Impasse","1","2","3","4"
"Rue","Rue de Nantes","Nantes","PUBLIQUE","BOUAYE","0103","BOUAYE Rue de Pornic","BOUAYE VM 751A","1","2","113","108"
"Rue","Rue des Acacias","Acacias","PUBLIQUE","BOUAYE","0005","BOUAYE Place des Echoppes","BOUAYE Rue du Pinier","1","2","15","20"
"Allée","Allée de la Roseraie","Roseraie","PUBLIQUE","BOUAYE","0185","BOUAYE Avenue du Bois","","1","2","1","8"
"Rue","Rue de la Chataigneraie","Chataigneraie","PRIVEE","BOUAYE","0020","BOUAYE Rue de la Sénaigerie","BOUAYE Rue de la Sénaigerie","1","2","23","16"
"Place","Place de Heusweiler","Heusweiler","PUBLIQUE","ORVAULT","0864","ORVAULT Avenue Alexandre Goupil","","","","",""
"Impasse","Impasse de Versailles","Versailles","PRIVEE","NANTES","8358","NANTES Rue Adolphe Moitié","Impasse","15","","15",""
"Rue","Rue de la Malnoue","Malnoue","PUBLIQUE","ST-SEBASTIEN","0810","ST-SEBASTIEN Chemin des Goisières","","13","2","69","80"
"Rue","Rue des Feuillantines","Feuillantines","PUBLIQUE","NANTES","3129","NANTES Rue Petite Biesse","NANTES Boulevard des Martyrs Nantais de ","1","2","5","4"
"Rue","Rue de la Biscuiterie","Biscuiterie","PUBLIQUE","NANTES","0838","NANTES Quai Ferdinand Favre","NANTES Avenue Carnot","1","2","3","2"
"Rue","Rue des Roses","Roses","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","3621","SAINTE-LUCE-SUR-LOIRE Rue du Stade","SAINTE-LUCE-SUR-LOIRE Rue des Noës","1","2","25","20"
"Place","Place Saint Exupéry","Exupéry","PRIVEE","SAINTE-LUCE-SUR-LOIRE","3659","SAINTE-LUCE-SUR-LOIRE Rue des Indulgence","","","6","","6"
"Rue","Rue des Iris","Iris","MIXTE","SAINTE-LUCE-SUR-LOIRE","2845","SAINTE-LUCE-SUR-LOIRE Rue des Genêts","SAINTE-LUCE-SUR-LOIRE Rue des Aubépines","1","2","41","42"
"Rue","Rue du Bois Lévèque","Bois","PRIVEE","SAINTE-LUCE-SUR-LOIRE","2195","SAINTE-LUCE-SUR-LOIRE Rue du Stade","","1","2","9","10"
"Place","Place des Bleuets","Bleuets","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","2177","SAINTE-LUCE-SUR-LOIRE Rue du Stade","","1","2","3","2"
"Rue","Rue de la Pierre Thamis","Pierre","PUBLIQUE","COUERON","1845","COUERON Rue Jean Jacques Audubon","COUERON Rue des Eperviers","1","2","1","8"
"Rue","Rue Jean Jacques Audubon","Audubon","PUBLIQUE","COUERON","1235","COUERON VM 91","COUERON Rue des Chardonnerets","1","6","77","38"
"VM","VM 91","91","PUBLIQUE","COUERON","2434","COUERON Boulevard de l'Océan","COUERON Rue de Bretagne","","","",""
"Impasse","Impasse des Azalées","Azalées","PUBLIQUE","COUERON","0181","COUERON Rue Geoffroy Drouet","Impasse","1","2","3","10"
"VC","VC 3","3","PUBLIQUE","COUERON","0692","COUERON VM 17","","","","",""
"Rue","Rue du Lautaret","Lautaret","PUBLIQUE","COUERON","1324","COUERON Rue Jean Bart","COUERON Rue d'Envalira","1","2","25","10"
"Impasse","Impasse des Aubépines","Aubépines","PRIVEE","BOUGUENAIS","0115","BOUGUENAIS Rue de Galheur","Impasse","3","","15",""
"Rond-Point","Rond-Point de Vertou","Vertou","PUBLIQUE","VERTOU","1746","","VERTOU Boulevard Luc Dejoie","","","",""
"Allée","Allée du Galois","Galois","PRIVEE","LA-CHAPELLE-SUR-ERDRE","2806","LA-CHAPELLE-SUR-ERDRE Rue du Château d'E","","1","2","3","4"
"Boulevard","Boulevard des Américains","Américains","PUBLIQUE","NANTES","0224","NANTES Boulevard Robert Schuman","","1","2","99","90"
"Avenue","Avenue de l'Amphibolite","Amphibolite","PRIVEE","NANTES","0246","NANTES Rue des Bourdonnières","","","2","","4"
"Rue","Rue André Chénier","Chénier","PUBLIQUE","NANTES","0267","NANTES Rue de la Fantaisie","NANTES Rue Blaise Pascal","1","2","13","2"
"Chemin","Chemin de la Charrée","Charrée","PUBLIQUE","NANTES","1762","NANTES Place Danton","","","2","","16"
"Impasse","Impasse de Chavagnes","Chavagnes","PRIVEE","NANTES","1828","NANTES Rue Mondésir","Impasse","","2","","8"
"Rue","Rue de la Chevalerie","Chevalerie","PUBLIQUE","NANTES","1856","NANTES Route de la Jonelière","NANTES Rue de la Bourgeonnière","1","2","53","66"
"Rue","Rue Chevalier Thiercelin","Thiercelin","PUBLIQUE","NANTES","1860","NANTES Rue Chevalier Thiercelin","NANTES Rue du Roi Baco","1","2","3","4"
"Rue","Rue de la Chézine","Chézine","PUBLIQUE","NANTES","1892","NANTES Rue Colonel Desgrées du Lou","NANTES Rue Bouchaud","1","6","45","38"
"Cours","Cours des 50 Otages","Otages","PUBLIQUE","NANTES","1912","","NANTES Allée Brancas","","","",""
"Rue","Rue Claude Lorrain","Lorrain","PRIVEE","NANTES","1944","ST-HERBLAIN Boulevard du Massacre","NANTES Rue Louis Le Nain","1","2","5","46"
"Rue","Rue Claude Monet","Monet","PUBLIQUE","NANTES","1946","NANTES Boulevard Paul Chabas","NANTES Rue Eugène Delacroix","1","2","23","30"
"Rue","Rue des Clématites","Clématites","PRIVEE","NANTES","1955","NANTES Rue Camille Desmoulins","","3","4","65","66"
"Avenue","Avenue du Coche d'Eau","Eau","PRIVEE","NANTES","2001","NANTES Quai de Versailles","","3","2","9","6"
"Impasse","Impasse Henri Becquerel","Becquerel","PUBLIQUE","CARQUEFOU","2793","CARQUEFOU Avenue de la Vendée","Impasse","1","2","13","8"
"Avenue","Avenue des Remouleurs","Remouleurs","PUBLIQUE","CARQUEFOU","3429","CARQUEFOU Rue de la Guadeloupe","CARQUEFOU Place de la Faïencerie","","2","","8"
"Rue","Rue de la Mainguais","Mainguais","PUBLIQUE","CARQUEFOU","3011","CARQUEFOU Avenue des Villages","CARQUEFOU Rue du Tertre","5","2","35","202"
"Allée","Allée du Bois de la Bauche","Bois","PUBLIQUE","CARQUEFOU","2170","","","5","","21",""
"Rue","Rue Chopin","Chopin","PUBLIQUE","CARQUEFOU","2403","CARQUEFOU Rue de la Cadranière","CARQUEFOU Rue Mozart","1","2","9","16"
"Route","Route de la Barre","Barre","PUBLIQUE","BOUAYE","0057","BOUAYE Avenue Notre-Dame de la Route","BOUAYE Rond-Point du Lac Nokoué","49","","53",""
"Impasse","Impasse de la Barcalais","Barcalais","PUBLIQUE","BOUAYE","0004","BOUAYE Chemin du Jaunais","Impasse","1","2","5","6"
"Place","Place Guillaume Ricaud","Ricaud","PUBLIQUE","BOUAYE","0399","BOUAYE Rue des Epinettes","BOUAYE Impasse des Epinettes","","","",""
"Rue","Rue des Epinettes","Epinettes","PUBLIQUE","BOUAYE","0040","BOUAYE Rue de Nantes","BOUAYE Avenue Notre-Dame de la Route","1","2","11","12"
"Rue","Rue des Pins","Pins","PUBLIQUE","BOUAYE","0139","BOUAYE Rue du Pinier","","1","2","13","16"
"Allée","Allée du Pré de l'Etang","Pré","PUBLIQUE","BOUAYE","0168","BOUAYE Rue du Pinier","BOUAYE Allée des Saules","1","2","11","12"
"Rue","Rue de l'Oasis","Oasis","PRIVEE","BOUAYE","0110","BOUAYE Rue des Palmiers","","1","2","13","14"
"Rue","Rue des Goëlands","Goëlands","PUBLIQUE","BOUAYE","0083","BOUAYE Rue de Nantes","BOUAYE Rue des Cormorans","1","2","19","30"
"CR","CR 5","5","PUBLIQUE","BRAINS","0016","BRAINS VC 2","BRAINS CR 6","7","","7",""
"Rue","Rue Auguste Renoir","Renoir","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","2105","SAINTE-LUCE-SUR-LOIRE Rue de la Cadoire","SAINTE-LUCE-SUR-LOIRE Rue du Perthuis","1","4","19","24"
"Rue","Rue Louis Gaudin","Gaudin","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","3070","SAINTE-LUCE-SUR-LOIRE Place Monseigneur ","SAINTE-LUCE-SUR-LOIRE Rue Denis Papin","3","2","75","124"
"Impasse","Impasse des Lupins","Lupins","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","3080","SAINTE-LUCE-SUR-LOIRE Rue des Genêts","Impasse","1","2","15","10"
"Rue","Rue des Ajoncs","Ajoncs","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","2030","SAINTE-LUCE-SUR-LOIRE Rue du Buisson","SAINTE-LUCE-SUR-LOIRE Rue des Lavandes","1","2","17","26"
"Boulevard","Boulevard des Patureaux","Patureaux","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","3350","NANTES Route de Paris","SAINTE-LUCE-SUR-LOIRE Boulevard Louis Pa","","2","","6"
"Rue","Rue André-Marie Ampère","Ampère","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","2074","SAINTE-LUCE-SUR-LOIRE Place Jacques Ches","","","","",""
"Rue","Rue Laënnec","Laënnec","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","2980","SAINTE-LUCE-SUR-LOIRE Allée des Patureau","SAINTE-LUCE-SUR-LOIRE Rue Laënnec","1","2","37","16"
"Rue","Rue des Garennes","Garennes","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","2720","SAINTE-LUCE-SUR-LOIRE Route de Paris","SAINTE-LUCE-SUR-LOIRE Autoroute A 811","","24","","24"
"Rue","Rue Edouard Branly","Branly","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","2596","SAINTE-LUCE-SUR-LOIRE Rue de Beau Soleil","","1","2","17","16"
"Route","Route de la Haute Madeleine","Haute","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","3792","SAINTE-LUCE-SUR-LOIRE Rue de la Bougrièr","SAINTE-LUCE-SUR-LOIRE Route de Paris","","","",""
"Rond-Point","Rond-Point de la porte de Vertou Est","Porte","PUBLIQUE","VERTOU","1747","VERTOU Boulevard Auguste Priou","VERTOU Boulevard Auguste Priou","","","",""
"Allée","Allée des Bourgeons","Bourgeons","PRIVEE","LA-CHAPELLE-SUR-ERDRE","1015","LA-CHAPELLE-SUR-ERDRE Rue de la Vrière","","1","","5",""
"Rue","Rue des Réfractaires STO","Réfractaires","PUBLIQUE","LA-CHAPELLE-SUR-ERDRE","4409","LA-CHAPELLE-SUR-ERDRE Rue des Maquisards","LA-CHAPELLE-SUR-ERDRE Rue de Sucé","","","",""
"Route","Route de Paris","Paris","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","3310","NANTES Route de Paris","SAINTE-LUCE-SUR-LOIRE Rond-Point des Bor","","16","","208"
"Rue","Rue des Citrines","Citrines","PRIVEE","NANTES","1921","","NANTES Chemin du Château de l'Aubinière","1","2","3","4"
"Impasse","Impasse de la Clairière","Clairière","PRIVEE","VERTOU","0529","VERTOU Allée du Drouillet","Impasse","","4","","10"
"Impasse","Impasse de la Ville en Bois","Ville","MIXTE","BOUAYE","0369","BOUAYE Rue du Lac","Impasse","3","2","7","16"
"Impasse","Impasse de la Quintaine","Quintaine","PUBLIQUE","BASSE-GOULAINE","0104","BASSE-GOULAINE Route de Saint-Julien de ","Impasse","","","",""
"Chemin","Chemin des Brandes","Brandes","PUBLIQUE","BOUGUENAIS","0679","BOUGUENAIS Rue des Brandes","","45","48","55","54"
"Rue","Rue Anna Lindt","Lindt","PUBLIQUE","REZE","0156","","","","","",""
"Cours","Cours Commandant d'Estienne d'Orves","Orves","PUBLIQUE","NANTES","2052","NANTES Rue de Strasbourg","NANTES Rue Léon Maître","1","","3",""
"Rue","Rue de la Conardière","Conardière","PUBLIQUE","NANTES","2106","NANTES Route de Saint Joseph","NANTES Rue de Port la Blanche","1","2","29","40"
"Rue","Rue de Constantine","Constantine","PUBLIQUE","NANTES","2116","NANTES Place du Sanitat","","1","4","5","6"
"Rue","Rue Contrescarpe","Contrescarpe","PUBLIQUE","NANTES","2124","NANTES Rue Crébillon","NANTES Place du Bon Pasteur","1","2","13","22"
"Rue","Rue de Brest","Brest","PUBLIQUE","NANTES","1215","","NANTES Rue de Questembert","","2","","8"
"Chemin","Chemin Bretonnelle","Bretonnelle","PUBLIQUE","NANTES","1220","NANTES Rue des Alouettes","NANTES Rue de l'Etang","1","2","7","8"
"Allée","Allée de la Brise","Brise","PRIVEE","NANTES","1258","NANTES Avenue du Suroit","NANTES Avenue de Noroit","","2","","6"
"Rue","Rue des Bruyères","Bruyères","PUBLIQUE","NANTES","1288","NANTES Rue Stendhal","NANTES Rue Jacques Cartier","1","2","11","10"
"Chemin","Chemin du Buzard","Buzard","PRIVEE","NANTES","1316","NANTES Rue Réaumur","","","","",""
"Rue","Rue des Cadeniers","Cadeniers","PUBLIQUE","NANTES","1328","NANTES Rue de l'Héronnière","NANTES Rue Voltaire","1","2","11","4"
"Rue","Rue de la Cale Crucy","Cale","PUBLIQUE","NANTES","1348","NANTES Rue Bougainville","","1","2","3","8"
"Rue","Rue du Calvaire de Grillaud","Grillaud","PUBLIQUE","NANTES","1356","NANTES Rue Littré","","1","2","51","52"
"Cours","Cours Cambronne","Cambronne","PUBLIQUE","NANTES","1372","NANTES Rue Piron","NANTES Rue des Cadeniers","","","",""
"Rue","Rue Michel Strogoff","Strogoff","PUBLIQUE","BRAINS","0115","","","1","2","15","16"
"Impasse","Impasse Victoria","Victoria","PUBLIQUE","BRAINS","0120","BRAINS Impasse Victoria","Impasse","1","2","3","4"
"Rue","Rue Lucas Championnière","Championnière","PUBLIQUE","BRAINS","0053","","BRAINS Rue Jules Verne","1","2","21","18"
"Rue","Rue des Cèdres","Cèdres","PUBLIQUE","BRAINS","0038","BRAINS Place de la Mairie","BRAINS Rue Jules Verne","1","2","17","16"
"Rue","Rue des Cartrons","Cartrons","PUBLIQUE","BRAINS","0086","BRAINS Rue de la Pilaudière","","3","2","9","4"
"VM","VM 64","64","PUBLIQUE","BRAINS","0002","","SAINT-JEAN-DE-BOISEAU RD 723","","","",""
"RD","RD 751","751","PUBLIQUE","BRAINS","0004","SAINT-LEGER-LES-VIGNES RD 751","BOUAYE RD 751","","","",""
"CR","CR 9","9","PUBLIQUE","BRAINS","0005","BOUAYE Rue de Beauséjour","","","","",""
"Rue","Rue du Moulin","Moulin","PUBLIQUE","SAINT-LEGER-LES-VIGNES","0080","SAINT-LEGER-LES-VIGNES Route du Sacré Co","","1","","27","18"
"Chemin","Chemin du Taillis Moreau","Taillis","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","3710","SAINTE-LUCE-SUR-LOIRE Route de Thouaré","SAINTE-LUCE-SUR-LOIRE Route du Prouau","15","2","17","18"
"Allée","Allée des Nymphéas","Nymphéas","PRIVEE","SAINTE-LUCE-SUR-LOIRE","3272","SAINTE-LUCE-SUR-LOIRE Rue de la Fresnaie","","1","","15",""
"Allée","Allée des Etangs","Etangs","MIXTE","SAINTE-LUCE-SUR-LOIRE","2617","SAINTE-LUCE-SUR-LOIRE Rue de la Fresnaie","","1","4","61","16"
"Allée","Allée du Cap Hornier","Cap","PRIVEE","SAINTE-LUCE-SUR-LOIRE","2330","SAINTE-LUCE-SUR-LOIRE Promenade de Belle","","1","2","13","16"
"Rue","Rue de l'Erdre","Erdre","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","2616","SAINTE-LUCE-SUR-LOIRE Rue de l'Erdre","SAINTE-LUCE-SUR-LOIRE Rue du Patisseau","13","4","25","40"
"Place","Place du Onze Novembre 1918","1918","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","3290","SAINTE-LUCE-SUR-LOIRE Rue de la Loire","","","","",""
"Rue","Rue Raoul Dufy","Dufy","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","3585","SAINTE-LUCE-SUR-LOIRE Rue Paul Gauguin","SAINTE-LUCE-SUR-LOIRE Rue Louis Gaudin","1","2","9","14"
"Rue","Rue de Beau Soleil","Beau","PUBLIQUE","SAINTE-LUCE-SUR-LOIRE","2160","SAINTE-LUCE-SUR-LOIRE Rue du Moulin des ","SAINTE-LUCE-SUR-LOIRE Rue de la Bougrièr","1","2","21","22"
"Ruelle","Ruelle Piqueuse","Piqueuse","PUBLIQUE","BOUGUENAIS","3040","BOUGUENAIS Rue Pasteur","BOUGUENAIS Avenue des Quatre Vents","1","2","19","8"
"Rue","Rue du Fonteny","Fonteny","PRIVEE","COUERON","0919","COUERON Rue des Maraîchers","COUERON VM 101","1","2","7","18"
"Allée","Allée des Jardins d'Adèle","Adèle","PRIVEE","SAINTE-LUCE-SUR-LOIRE","2875","SAINTE-LUCE-SUR-LOIRE Rue du Petit Verge","","","4","","14"
"Impasse","Impasse Magellan","Magellan","PRIVEE","ST-SEBASTIEN","0816","ST-SEBASTIEN Rue de la Briande","Impasse","1","2","7","4"
"Chemin","Chemin des Tournesols","Tournesols","PRIVEE","LE-PELLERIN","0933","LE-PELLERIN Allée des Jonquilles","","1","2","5","14"
"Rue","Rue Copernic","Copernic","PUBLIQUE","CARQUEFOU","3230","CARQUEFOU Avenue du Professeur Jean Roux","","","2","","10"
"Chemin","Chemin de Gralan","Gralan","PUBLIQUE","CARQUEFOU","2733","CARQUEFOU Chemin de Maubreuil au Landere","MAUVES-SUR-LOIRE Chemin de Gralan","","","",""
"Rond-Point","Rond-Point des Anciens Combattants d'Afrique du No","Anciens","PUBLIQUE","CARQUEFOU","2026","CARQUEFOU Rue François René De Chateaubr","CARQUEFOU Rue François René De Chateaubr","","","",""
"Venelle","Venelle Saint Bernard","Bernard","PUBLIQUE","LE-PELLERIN","0924","LE-PELLERIN Rue du Verger","LE-PELLERIN Quai des Coteaux","","","",""
"Allée","Allée de la Rance","Rance","PRIVEE","ORVAULT","1558","ORVAULT Rue des Mimosas","ORVAULT Avenue de l'Ille","1","2","5","6"
"Rue","Rue du Raffuneau","Raffuneau","PUBLIQUE","ORVAULT","1556","ORVAULT Rue Hubert De la Brosse","ORVAULT Chemin de la Retardière","1","2","25","22"
"Rue","Rue de Provence","Provence","PUBLIQUE","ORVAULT","1540","ORVAULT Avenue de la Ferrière","ORVAULT Rue d'Anjou","1","4","35","50"
"Rue","Rue des Pins","Pins","PUBLIQUE","ORVAULT","1470","ORVAULT Avenue Alexandre Goupil","ORVAULT Rue de la Corniche","1","4","27","56"
"Place","Place du Passoir","Passoir","PUBLIQUE","ORVAULT","1379","ORVAULT Avenue Charles De Gaulle","ORVAULT Avenue Charles De Gaulle","","2","","12"
"Rue","Rue Camille Berruyer","Berruyer","PUBLIQUE","NANTES","1376","","NANTES Place Newton","1","2","3","2"
"Rue","Rue Camille Desmoulins","Desmoulins","PUBLIQUE","NANTES","1380","NANTES Boulevard des Poilus","NANTES Route de Sainte Luce","1","6","113","102"
"Rue","Rue Camille Flammarion","Flammarion","PUBLIQUE","NANTES","1386","NANTES Boulevard Luc Olivier Merson","NANTES Boulevard Gaston Serpette","3","2","79","84"
"Avenue","Avenue des Campanules","Campanules","PRIVEE","NANTES","1387","NANTES Route de Sainte Luce","","1","2","23","12"
"Rue","Rue Capitaine Yves Hervouet","Hervouet","PUBLIQUE","NANTES","1412","NANTES Rue de la Petite Sensive","NANTES Rue Santos Dumont","1","2","43","42"
"Rue","Rue de Carcouet","Carcouet","PUBLIQUE","NANTES","1424","NANTES Rue Charles Monselet","NANTES Boulevard Luc Olivier Merson","1","6","49","46"
"Avenue","Avenue des Cascades","Cascades","PRIVEE","NANTES","1482","NANTES Rue de la Noë Garreau","","1","2","31","18"
"Avenue","Avenue des Causses","Causses","PRIVEE","NANTES","1514","NANTES Avenue de la Cressonnière","","1","2","11","22"
"Passage","Passage Céline Simon","Simon","PRIVEE","NANTES","1528","NANTES Rue Armand Brossard","","","","",""
"Rue","Rue Centrale","Centrale","PUBLIQUE","NANTES","1536","NANTES Petite Rue Commandant Noury","NANTES Rue Bernard","1","6","9","16"
"Rue","Rue César Franck","Franck","PUBLIQUE","NANTES","1552","NANTES Rue de la Ville en Pierre","NANTES Rue Francis de Pressensé","1","6","21","22"
